acta_id,departamento,provincia,municipio,recinto,mesa,candidato_1,candidato_2,candidato_3,candidato_4,votos_nulos,votos_blancos,total_votos,ciudadanos_habilitados,observacion
ACTA-7080204399009,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399009,367,21,16,451,28,56,939,963,
ACTA-7080204399010,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399010,191,10,1,152,24,18,396,427,
ACTA-7080204399011,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399011,514,32,17,22,27,76,688,712,
ACTA-7080204399012,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399012,46,2,1,30,4,4,87,98,
ACTA-7080204399013,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399013,226,4,6,269,76,125,706,880,
ACTA-7080204399014,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399014,617,0,20,181,9,63,890,936,
ACTA-7080204399015,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399015,27,1,8,193,33,41,303,358,
ACTA-7080204399016,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399016,224,21,29,536,45,3,858,911,
ACTA-7080204399017,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399017,457,18,27,269,19,41,831,852,
ACTA-7080204399018,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399018,128,19,5,258,2,48,460,489,
ACTA-7080204399019,Santa Cruz,Vallegrande,El Trigal,Unidad Educativa Panama,7080204399019,23,14,18,608,50,42,755,927,
ACTA-7080204418001,Santa Cruz,Vallegrande,El Trigal,U.E. Ana Maroa Romero de Campero,7080204418001,27,0,1,91,16,16,151,169,
ACTA-7080204418002,Santa Cruz,Vallegrande,El Trigal,U.E. Ana Maroa Romero de Campero,7080204418002,75,4,3,388,47,60,577,645,
ACTA-7080204418003,Santa Cruz,Vallegrande,El Trigal,U.E. Ana Maroa Romero de Campero,7080204418003,201,39,13,416,27,10,706,880,
ACTA-7080204418004,Santa Cruz,Vallegrande,El Trigal,U.E. Ana Maroa Romero de Campero,7080204418004,371,24,9,50,62,50,566,657,
ACTA-7080204418005,Santa Cruz,Vallegrande,El Trigal,U.E. Ana Maroa Romero de Campero,7080204418005,230,18,8,111,9,68,444,466,
ACTA-7080304423001,Santa Cruz,Vallegrande,Moro Moro,U.E. Rumy Corral,7080304423001,29,26,5,535,33,62,690,840,
ACTA-7080304423002,Santa Cruz,Vallegrande,Moro Moro,U.E. Rumy Corral,7080304423002,100,0,6,65,7,0,178,195,
ACTA-7080304423003,Santa Cruz,Vallegrande,Moro Moro,U.E. Rumy Corral,7080304423003,96,4,1,51,18,0,170,205,
ACTA-7080304423004,Santa Cruz,Vallegrande,Moro Moro,U.E. Rumy Corral,7080304423004,59,3,4,53,4,15,138,146,
ACTA-7080304423005,Santa Cruz,Vallegrande,Moro Moro,U.E. Rumy Corral,7080304423005,146,5,4,183,27,62,427,461,
ACTA-7080304423006,Santa Cruz,Vallegrande,Moro Moro,U.E. Rumy Corral,7080304423006,101,8,7,155,3,3,277,320,
ACTA-7080304423007,Santa Cruz,Vallegrande,Moro Moro,U.E. Rumy Corral,7080304423007,251,14,4,23,30,1,323,384,
ACTA-7080304423008,Santa Cruz,Vallegrande,Moro Moro,U.E. Rumy Corral,7080304423008,94,34,20,512,22,114,796,851,
ACTA-7080404431001,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431001,401,39,6,228,44,152,870,979,
ACTA-7080404431002,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431002,308,40,30,408,44,19,849,998,
ACTA-7080404431003,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431003,146,15,2,240,6,35,444,494,
ACTA-7080404431004,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431004,208,8,7,29,22,25,299,304,
ACTA-7080404431005,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431005,67,6,1,408,20,38,540,625,
ACTA-7080404431006,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431006,279,21,9,202,16,83,610,765,
ACTA-7080404431007,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431007,387,25,9,248,4,51,724,870,
ACTA-7080404431008,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431008,322,1,11,90,41,12,477,479,
ACTA-7080404431009,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431009,183,4,11,187,27,61,473,473,
ACTA-7080404431010,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431010,322,7,1,265,1,39,635,737,
ACTA-7080404431011,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431011,26,2,1,29,4,7,69,81,
ACTA-7080404431012,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431012,266,5,8,126,38,49,492,496,
ACTA-7080404431013,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431013,108,1,4,78,15,15,221,247,
ACTA-7080404431014,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431014,317,19,16,131,49,64,596,706,
ACTA-7080404431015,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431015,511,37,19,90,5,54,716,772,
ACTA-7080404431016,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431016,233,14,7,93,27,40,414,497,
ACTA-7080404431017,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431017,118,6,0,105,23,35,287,358,
ACTA-7080404431018,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431018,71,0,5,229,38,18,361,393,
ACTA-7080404431019,Santa Cruz,Vallegrande,Postrervalle,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),7080404431019,45,1,3,159,7,8,223,245,
ACTA-7080404450001,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 14 de Septiembre,7080404450001,434,6,18,75,63,64,660,811,Inconsistencia aritmética: Suma de votos por candidatos que no coincide con el total de votos válidos o votos emitidos.
ACTA-7080404450002,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 14 de Septiembre,7080404450002,318,33,15,452,67,94,979,987,
ACTA-7080404450003,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 14 de Septiembre,7080404450003,504,7,9,68,77,83,748,869,
ACTA-7080404450004,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 14 de Septiembre,7080404450004,20,2,2,158,27,20,229,281,
ACTA-7080404450005,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 14 de Septiembre,7080404450005,3,14,6,316,17,32,388,394,
ACTA-7080404455001,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa Simon Bolivar (Sumunpaya),7080404455001,62,2,1,58,4,15,142,160,
ACTA-7080404455002,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa Simon Bolivar (Sumunpaya),7080404455002,213,2,3,316,20,13,567,688,
ACTA-7080404457001,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457001,337,11,15,55,48,76,542,575,
ACTA-7080404457002,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457002,137,14,0,314,17,86,568,680,
ACTA-7080404457003,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457003,65,5,1,43,3,5,122,124,
ACTA-7080404457004,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457004,171,8,3,23,26,52,283,344,
ACTA-7080404457005,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457005,340,14,8,421,11,6,800,905,
ACTA-7080404457006,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457006,243,7,9,125,21,49,454,578,
ACTA-7080404457007,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457007,697,16,23,66,33,31,866,869,
ACTA-7080404457008,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457008,298,11,10,43,20,22,404,407,
ACTA-7080404457009,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457009,2,4,0,102,1,17,126,131,
ACTA-7080404457010,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457010,34,1,9,230,30,36,340,344,
ACTA-7080404457011,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457011,39,1,1,12,0,4,57,65,
ACTA-7080404457012,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457012,94,5,4,174,25,14,316,329,
ACTA-7080404457013,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457013,49,6,4,116,12,4,191,195,
ACTA-7080404457014,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457014,20,1,1,33,6,10,71,89,
ACTA-7080404457015,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457015,2,0,0,2,0,0,4,4,
ACTA-7080404457016,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457016,57,18,6,341,45,95,562,629,
ACTA-7080404457017,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457017,7,0,0,29,1,4,41,51,
ACTA-7080404457018,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457018,189,17,0,384,40,1,631,634,
ACTA-7080404457019,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457019,99,7,5,108,25,1,245,255,
ACTA-7080404457020,Santa Cruz,Vallegrande,Postrervalle,Unidad Educativa 1ro de Mayo,7080404457020,215,12,10,156,51,54,498,588,
ACTA-7080504477001,Santa Cruz,Vallegrande,Pucar�,Colegio Aleman Santa Maria,7080504477001,114,14,15,281,9,34,467,508,
ACTA-7080504477002,Santa Cruz,Vallegrande,Pucar�,Colegio Aleman Santa Maria,7080504477002,252,6,1,220,3,18,500,583,
ACTA-7090104479001,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479001,0,1,0,36,2,6,45,46,
ACTA-7090104479002,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479002,81,31,17,498,74,92,793,890,
ACTA-7090104479003,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479003,330,20,14,93,41,50,548,622,
ACTA-7090104479004,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479004,279,2,15,254,46,23,619,657,
ACTA-7090104479005,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479005,165,8,8,323,21,56,581,670,
ACTA-7090104479006,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479006,13,20,8,660,95,72,868,972,
ACTA-7090104479007,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479007,213,7,0,168,37,15,440,498,
ACTA-7090104479008,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479008,341,26,9,99,15,12,502,550,
ACTA-7090104479009,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479009,230,14,8,117,24,2,395,439,
ACTA-7090104479010,Santa Cruz,Florida,Samaipata,U.E. San Francisco Javier,7090104479010,33,1,0,24,5,10,73,80,
ACTA-7090204489001,Santa Cruz,Florida,Pampagrande,U.E. 27 de Mayo,7090204489001,32,0,11,268,13,60,384,430,
ACTA-7090204489002,Santa Cruz,Florida,Pampagrande,U.E. 27 de Mayo,7090204489002,344,13,12,43,36,60,508,612,
ACTA-7090204489003,Santa Cruz,Florida,Pampagrande,U.E. 27 de Mayo,7090204489003,0,1,1,65,5,7,79,85,
ACTA-7090204489004,Santa Cruz,Florida,Pampagrande,U.E. 27 de Mayo,7090204489004,43,12,5,292,14,9,375,471,
ACTA-7090204489005,Santa Cruz,Florida,Pampagrande,U.E. 27 de Mayo,7090204489005,84,0,3,46,7,13,153,157,
ACTA-7090204489006,Santa Cruz,Florida,Pampagrande,U.E. 27 de Mayo,7090204489006,208,21,3,346,56,37,671,821,
ACTA-7090204489007,Santa Cruz,Florida,Pampagrande,U.E. 27 de Mayo,7090204489007,73,2,26,602,35,110,848,852,
ACTA-7090204496001,Santa Cruz,Florida,Pampagrande,U.E. Ana Maroa Romero de Campero,7090204496001,168,24,1,253,17,24,487,506,
ACTA-7090204496002,Santa Cruz,Florida,Pampagrande,U.E. Ana Maroa Romero de Campero,7090204496002,36,5,4,59,2,3,109,132,
ACTA-7090204496003,Santa Cruz,Florida,Pampagrande,U.E. Ana Maroa Romero de Campero,7090204496003,1,0,0,15,0,1,17,18,
ACTA-7090204496004,Santa Cruz,Florida,Pampagrande,U.E. Ana Maroa Romero de Campero,7090204496004,83,21,1,399,37,92,633,725,
ACTA-7090204496005,Santa Cruz,Florida,Pampagrande,U.E. Ana Maroa Romero de Campero,7090204496005,397,4,20,241,21,52,735,825,
ACTA-7090204501001,Santa Cruz,Florida,Pampagrande,U.E. Arasaya,7090204501001,287,25,7,238,66,32,655,792,
ACTA-7090204501002,Santa Cruz,Florida,Pampagrande,U.E. Arasaya,7090204501002,6,15,5,431,19,78,554,616,
ACTA-7090304503001,Santa Cruz,Florida,Mairana,U.E. Rumy Corral,7090304503001,90,7,4,583,3,131,818,851,
ACTA-7090304503002,Santa Cruz,Florida,Mairana,U.E. Rumy Corral,7090304503002,65,10,5,297,50,72,499,575,
ACTA-7090304503003,Santa Cruz,Florida,Mairana,U.E. Rumy Corral,7090304503003,38,3,1,287,16,63,408,443,
ACTA-7090304503004,Santa Cruz,Florida,Mairana,U.E. Rumy Corral,7090304503004,19,0,1,20,0,5,45,51,
ACTA-7090304503005,Santa Cruz,Florida,Mairana,U.E. Rumy Corral,7090304503005,474,36,21,109,7,104,751,831,
ACTA-7090304503006,Santa Cruz,Florida,Mairana,U.E. Rumy Corral,7090304503006,127,3,9,170,31,48,388,487,
ACTA-7090304503007,Santa Cruz,Florida,Mairana,U.E. Rumy Corral,7090304503007,308,7,7,247,77,127,773,878,
ACTA-7090304503008,Santa Cruz,Florida,Mairana,U.E. Rumy Corral,7090304503008,144,13,10,138,36,47,388,401,
ACTA-7090304503009,Santa Cruz,Florida,Mairana,U.E. Rumy Corral,7090304503009,65,9,4,102,9,7,196,233,
ACTA-7090404512001,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512001,4,0,0,21,0,1,26,29,
ACTA-7090404512002,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512002,126,7,6,77,25,47,288,347,
ACTA-7090404512003,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512003,332,21,17,156,47,91,664,792,
ACTA-7090404512004,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512004,58,6,3,46,0,3,116,119,
ACTA-7090404512005,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512005,71,0,6,256,18,0,351,378,
ACTA-7090404512006,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512006,375,7,7,77,5,81,552,657,
ACTA-7090404512007,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512007,34,2,3,95,5,3,142,153,
ACTA-7090404512008,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512008,73,3,2,98,8,34,218,226,
ACTA-7090404512009,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512009,180,7,1,96,4,41,329,368,
ACTA-7090404512010,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512010,36,4,16,444,1,56,557,713,
ACTA-7090404512011,Santa Cruz,Florida,Quirusillas,Nucleo Escolar Ismael Montes,7090404512011,14,4,2,222,22,33,297,366,
ACTA-7100104523001,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523001,39,4,2,246,8,15,314,334,
ACTA-7100104523002,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523002,53,8,7,204,18,3,293,304,
ACTA-7100104523003,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523003,330,11,13,29,1,8,392,400,
ACTA-7100104523004,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523004,42,2,1,64,13,16,138,144,
ACTA-7100104523005,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523005,183,30,24,499,22,104,862,973,
ACTA-7100104523006,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523006,137,0,6,79,17,18,257,280,
ACTA-7100104523007,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523007,259,11,2,462,6,116,856,952,
ACTA-7100104523008,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523008,112,16,7,314,7,30,486,553,
ACTA-7100104523009,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523009,110,7,3,19,12,15,166,172,
ACTA-7100104523010,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523010,225,13,19,517,28,19,821,879,
ACTA-7100104523011,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523011,107,14,5,118,19,10,273,332,
ACTA-7100104523012,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523012,157,29,12,337,50,1,586,722,
ACTA-7100104523013,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523013,42,0,1,19,6,10,78,89,
ACTA-7100104523014,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523014,156,7,4,43,23,0,233,264,
ACTA-7100104523015,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523015,37,4,1,71,3,13,129,162,
ACTA-7100104523016,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523016,551,8,5,78,8,117,767,899,
ACTA-7100104523017,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523017,142,7,6,44,15,24,238,250,
ACTA-7100104523018,Santa Cruz,Obispo Santistevan,Montero,Escuela La Estrella (San Gabriel),7100104523018,473,12,15,41,57,115,713,884,
ACTA-7100204541001,Santa Cruz,Obispo Santistevan,General Saavedra,Escuela Manuel De Ugarte,7100204541001,454,17,19,79,71,52,692,740,
ACTA-7100204541002,Santa Cruz,Obispo Santistevan,General Saavedra,Escuela Manuel De Ugarte,7100204541002,2,0,0,1,0,0,3,3,
ACTA-7100204541003,Santa Cruz,Obispo Santistevan,General Saavedra,Escuela Manuel De Ugarte,7100204541003,14,6,12,314,32,77,455,530,
ACTA-7100204541004,Santa Cruz,Obispo Santistevan,General Saavedra,Escuela Manuel De Ugarte,7100204541004,64,12,3,188,1,24,292,306,
ACTA-7100204541005,Santa Cruz,Obispo Santistevan,General Saavedra,Escuela Manuel De Ugarte,7100204541005,218,10,6,321,27,45,627,768,
ACTA-7100204541006,Santa Cruz,Obispo Santistevan,General Saavedra,Escuela Manuel De Ugarte,7100204541006,262,4,6,141,49,19,481,592,
ACTA-7100204541007,Santa Cruz,Obispo Santistevan,General Saavedra,Escuela Manuel De Ugarte,7100204541007,119,2,0,49,8,27,205,215,
ACTA-7100204541008,Santa Cruz,Obispo Santistevan,General Saavedra,Escuela Manuel De Ugarte,7100204541008,12,22,18,477,61,114,704,842,
ACTA-7100204541009,Santa Cruz,Obispo Santistevan,General Saavedra,Escuela Manuel De Ugarte,7100204541009,353,2,14,255,73,134,831,998,
ACTA-7100304550001,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550001,23,9,7,174,0,41,254,303,
ACTA-7100304550002,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550002,278,14,17,375,53,49,786,791,
ACTA-7100304550003,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550003,321,15,26,354,77,36,829,847,
ACTA-7100304550004,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550004,61,7,11,468,12,20,579,600,
ACTA-7100304550005,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550005,131,2,4,36,6,9,188,191,
ACTA-7100304550006,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550006,99,6,13,269,39,65,491,519,
ACTA-7100304550007,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550007,45,0,3,49,13,24,134,166,
ACTA-7100304550008,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550008,109,0,18,653,61,30,871,975,
ACTA-7100304550009,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550009,136,12,6,128,40,64,386,424,
ACTA-7100304550010,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550010,106,10,3,129,30,55,333,392,
ACTA-7100304550011,Santa Cruz,Obispo Santistevan,Mineros,U.E. San Antonio,7100304550011,204,4,10,65,33,49,365,377,
ACTA-7100304561001,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561001,302,29,4,265,57,79,736,921,
ACTA-7100304561002,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561002,36,4,8,256,37,11,352,441,
ACTA-7100304561003,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561003,37,39,9,675,36,1,797,947,
ACTA-7100304561004,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561004,1,1,1,84,6,1,94,95,
ACTA-7100304561005,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561005,0,0,0,1,0,0,1,1,
ACTA-7100304561006,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561006,32,1,1,9,1,7,51,63,
ACTA-7100304561007,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561007,1,0,0,44,6,11,62,75,
ACTA-7100304561008,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561008,115,13,6,99,34,49,316,371,
ACTA-7100304561009,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561009,165,16,6,110,27,14,338,401,
ACTA-7100304561010,Santa Cruz,Obispo Santistevan,Mineros,U.E. 14 de Septiembre,7100304561010,80,0,0,64,1,18,163,200,
ACTA-7100404571001,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571001,66,0,2,17,4,5,94,95,
ACTA-7100404571002,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571002,215,12,10,127,55,91,510,619,
ACTA-7100404571003,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571003,42,1,0,25,3,5,76,89,
ACTA-7100404571004,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571004,174,1,12,168,22,81,458,569,
ACTA-7100404571005,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571005,185,8,25,437,30,18,703,771,
ACTA-7100404571006,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571006,132,24,5,299,29,18,507,530,
ACTA-7100404571007,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571007,411,24,3,32,49,75,594,644,
ACTA-7100404571008,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571008,106,35,20,432,27,75,695,874,
ACTA-7100404571009,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571009,145,9,10,242,2,70,478,489,
ACTA-7100404571010,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571010,3,8,4,271,4,14,304,312,
ACTA-7100404571011,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571011,157,10,3,25,26,29,250,305,
ACTA-7100404571012,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571012,184,12,5,29,5,18,253,307,
ACTA-7100404571013,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571013,30,2,1,82,1,4,120,126,
ACTA-7100404571014,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571014,201,0,2,59,32,30,324,329,
ACTA-7100404571015,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571015,137,5,6,63,16,18,245,277,
ACTA-7100404571016,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571016,590,31,4,59,36,77,797,801,
ACTA-7100404571017,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571017,426,23,20,92,9,16,586,622,
ACTA-7100404571018,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571018,13,33,19,493,45,114,717,727,
ACTA-7100404571019,Santa Cruz,Obispo Santistevan,Fern�ndez Alonso,Unidad Educativa Iglesiani,7100404571019,79,6,6,75,2,30,198,199,
ACTA-7100504590001,Santa Cruz,Obispo Santistevan,San Pedro,Unidad Educativa Central Villa Pereira,7100504590001,38,2,2,42,9,0,93,107,
ACTA-7100504590002,Santa Cruz,Obispo Santistevan,San Pedro,Unidad Educativa Central Villa Pereira,7100504590002,157,13,5,60,12,8,255,263,
ACTA-7100504590003,Santa Cruz,Obispo Santistevan,San Pedro,Unidad Educativa Central Villa Pereira,7100504590003,453,14,17,50,13,33,580,587,Inconsistencia aritmética: Suma de votos por candidatos que no coincide con el total de votos válidos o votos emitidos.
ACTA-7100504590004,Santa Cruz,Obispo Santistevan,San Pedro,Unidad Educativa Central Villa Pereira,7100504590004,36,0,0,36,1,0,73,74,
ACTA-7100504590005,Santa Cruz,Obispo Santistevan,San Pedro,Unidad Educativa Central Villa Pereira,7100504590005,97,6,16,507,77,76,779,807,
